division,date,zhvi,hpi,unemployment_rate,total_population,median_income,bachelors_pct,total_households,construction_permits,rental_vacancy_rate
Middle Atlantic,2018-12-01,157590.1562941326,232.99,3.9,25315218.0,75012.1662051656,39.89866944460048,15555031.0,89045.0,4.969201934386412
Middle Atlantic,2019-01-01,157899.4472338321,233.925,4.0,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-02-01,158473.77416711563,233.65,3.8,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-03-01,159280.401612598,234.3,3.8,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-04-01,160080.67252719193,236.625,3.7,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-05-01,160635.8945153266,238.68,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-06-01,161178.3914485918,239.855,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-07-01,161747.90822276726,240.6,3.7,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-08-01,162371.75982394535,241.635,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-09-01,162913.16479789876,241.37,3.5,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-10-01,163639.04845999248,242.635,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-11-01,164544.93613574913,243.65,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2019-12-01,165493.44755165424,245.47,3.6,25238180.0,79413.0679767717,40.358735003871125,15628214.0,105263.0,4.710527073355395
Middle Atlantic,2020-01-01,166180.80713395285,245.745,3.6,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-02-01,166851.2729607909,247.89499999999998,3.5,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-03-01,167572.20467084675,248.635,4.4,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-04-01,168616.879617438,249.95999999999998,14.8,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-05-01,169351.88442448777,250.14,13.2,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-06-01,169782.0464888055,251.4,11.0,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-07-01,170188.27077145848,255.23000000000002,10.2,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-08-01,171224.26957967592,260.47,8.4,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-09-01,173396.5513008725,264.935,7.8,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-10-01,176120.8496360762,268.19,6.9,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-11-01,179219.09979165046,271.22,6.7,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2020-12-01,181928.47670804503,273.855,6.7,25238180.0,79413.0679767717,40.358735003871125,15795879.0,99182.0,4.43694726498341
Middle Atlantic,2021-01-01,184274.9739136786,276.93,6.4,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-02-01,186547.3943203109,278.02,6.2,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-03-01,188901.085146282,282.565,6.1,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-04-01,191341.26857321963,288.865,6.1,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-05-01,193944.1844555352,293.055,5.8,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-06-01,196846.7342422228,296.26,5.9,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-07-01,199212.79466141356,300.005,5.4,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-08-01,200469.54493389683,300.78999999999996,5.1,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-09-01,200025.30556626729,302.745,4.7,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-10-01,200673.1594489079,306.225,4.5,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-11-01,201430.2341085636,308.28499999999997,4.1,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2021-12-01,202604.58954688287,310.03,3.9,26373516.0,83059.6762549218,42.77512043521236,16075089.0,125123.0,4.372593561128777
Middle Atlantic,2022-01-01,204710.31464674888,314.59000000000003,4.0,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-02-01,207437.1803954307,318.555,3.9,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-03-01,210834.6500160696,323.975,3.7,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-04-01,213975.1167953529,327.47,3.7,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-05-01,216642.3791088819,332.355,3.6,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-06-01,219114.1741399136,334.98,3.6,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-07-01,220539.97236929875,334.07500000000005,3.5,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-08-01,220835.28374210343,330.84,3.6,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-09-01,220160.38648392903,331.755,3.5,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-10-01,219764.32001593537,330.30499999999995,3.6,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-11-01,219726.76084767995,332.305,3.6,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2022-12-01,219858.0372796929,331.57500000000005,3.5,26221511.0,89237.281301867,43.05711026721534,16236412.0,118415.0,4.219578110160125
Middle Atlantic,2023-01-01,219940.6089349314,331.94,3.5,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-02-01,220113.30149326724,334.895,3.6,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-03-01,220696.74165766867,338.825,3.5,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-04-01,221665.13832121657,344.62,3.4,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-05-01,223121.4991155961,348.125,3.6,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-06-01,224876.62940204964,352.34000000000003,3.6,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-07-01,226492.0829823695,356.15,3.5,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-08-01,227841.86786120688,359.70000000000005,3.7,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-09-01,228761.91153078145,359.225,3.7,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-10-01,229433.0469440482,361.16999999999996,3.9,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-11-01,229986.07626138467,362.65,3.7,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2023-12-01,230399.8331620225,362.2,3.8,26140549.0,92384.72602273962,43.66991171838052,16382650.0,106967.0,4.109613053653761
Middle Atlantic,2024-01-01,230712.0272489504,361.6,3.7,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-02-01,231299.0789239416,368.64,3.9,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-03-01,232478.2965292927,373.66999999999996,3.9,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-04-01,234162.34526753076,376.33000000000004,3.9,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-05-01,235829.96704078533,379.825,3.9,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-06-01,237143.7548267336,379.56,4.1,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-07-01,237995.0919927789,381.38,4.2,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-08-01,238825.19050658456,381.51,4.2,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-09-01,239554.76735644156,385.24,4.1,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-10-01,240466.3534711626,386.94,4.1,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-11-01,241182.20700795716,387.855,4.2,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Middle Atlantic,2024-12-01,242063.70617567125,389.34000000000003,4.1,26639653.0,96549.24037118652,44.42267281034029,16505200.0,106291.0,4.088713492298623
Mountain,2010-01-01,209138.364591823,220.34,9.8,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-02-01,208452.2127948375,218.315,9.8,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-03-01,207865.77511429955,217.39,9.9,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-04-01,207281.0120524741,219.20499999999998,9.9,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-05-01,206703.84160324,217.39499999999998,9.6,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-06-01,205870.1154789064,214.47,9.4,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-07-01,205650.11290772937,213.64,9.4,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-08-01,203826.346910428,212.47,9.5,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-09-01,202176.74408064745,209.065,9.5,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-10-01,200777.01790819663,209.87,9.4,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-11-01,199287.28540030337,204.83999999999997,9.8,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2010-12-01,197755.2947431036,204.22500000000002,9.3,11324280.0,51423.37914578234,29.900130507193396,8029617.0,52581.0,8.45914839624706
Mountain,2011-01-01,196304.37866177064,203.92000000000002,9.1,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-02-01,194910.68254768784,198.255,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-03-01,193649.974851215,197.19,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-04-01,192396.54300685905,196.2,9.1,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-05-01,191273.6306528725,197.445,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-06-01,190290.0718129019,197.865,9.1,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-07-01,189511.15649978849,198.385,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-08-01,188954.2007525605,198.03,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-09-01,188584.24863981968,200.09,9.0,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-10-01,188368.7224175831,197.865,8.8,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-11-01,188803.5476352553,198.475,8.6,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2011-12-01,188817.12963434376,200.41,8.5,11472003.0,51192.08306273979,30.68403324162311,8104129.0,54565.0,8.511487717845542
Mountain,2012-01-01,186580.67856711315,198.35,8.3,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-02-01,186817.52248332056,200.935,8.3,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-03-01,187255.06411518337,204.575,8.2,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-04-01,187869.6349160051,207.74,8.2,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-05-01,188729.9191219256,211.69,8.2,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-06-01,189749.9656307049,216.075,8.2,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-07-01,190073.9145838434,217.845,8.2,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-08-01,190869.1516341813,218.14,8.1,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-09-01,191687.5276938054,219.60500000000002,7.8,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-10-01,192447.40988696812,220.165,7.8,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-11-01,193377.4659605181,222.695,7.7,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2012-12-01,194298.0511410212,223.35500000000002,7.9,11633261.0,52612.49401040688,31.446911128358586,8162159.0,82888.0,8.444013441734965
Mountain,2013-01-01,195303.9585021846,225.115,8.0,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-02-01,196016.71830946903,227.005,7.7,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-03-01,196552.97688809808,231.505,7.5,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-04-01,197446.629688854,235.185,7.6,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-05-01,198800.350831096,238.015,7.5,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-06-01,200420.43234955665,240.445,7.5,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-07-01,201821.3103501793,242.14,7.3,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-08-01,203230.5100003695,242.97,7.2,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-09-01,204579.9068036483,244.01999999999998,7.2,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-10-01,205937.47351793165,247.27499999999998,7.2,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-11-01,206130.64653867984,244.41,6.9,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2013-12-01,206742.66614271223,245.05,6.7,11803074.0,53676.288568638985,31.62198559460019,8203772.0,100143.0,8.136375565828885
Mountain,2014-01-01,207352.4361227132,247.715,6.6,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-02-01,208112.5333109917,250.12,6.7,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-03-01,208926.14844656037,249.445,6.7,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-04-01,209773.3931177503,252.1,6.2,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-05-01,210800.6300198708,253.485,6.3,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-06-01,211694.38417722608,255.91000000000003,6.1,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-07-01,212617.28807747609,255.125,6.2,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-08-01,213313.6015540292,257.715,6.1,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-09-01,214053.82759168884,257.625,5.9,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-10-01,214589.31351724223,258.62,5.7,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-11-01,215235.0263086481,259.355,5.8,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2014-12-01,215967.7615240788,261.975,5.6,11994360.0,55245.17712533224,31.823462627434893,8270966.0,105659.0,7.567678597919248
Mountain,2015-01-01,216858.94660876004,263.425,5.7,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-02-01,217923.32655837387,266.26,5.5,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-03-01,219169.45063880144,266.275,5.4,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-04-01,220007.5475641204,268.78499999999997,5.4,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-05-01,221468.2677988089,271.975,5.6,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-06-01,222886.32184560772,273.63,5.3,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-07-01,224433.44746825477,277.615,5.2,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-08-01,226034.1101271063,276.89,5.1,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-09-01,227662.0222472413,278.23,5.0,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-10-01,229165.0068751129,277.65,5.0,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-11-01,230355.95325854045,282.82000000000005,5.1,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2015-12-01,231435.75705100727,280.545,5.0,12205613.0,56972.34143758286,32.36566872962464,8348863.0,114443.0,7.200646663679115
Mountain,2016-01-01,232614.4861943938,281.905,4.8,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-02-01,227964.89261906449,284.82500000000005,4.9,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-03-01,228934.2183670429,288.055,5.0,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-04-01,229825.33026528853,290.125,5.1,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-05-01,230692.7641345,293.555,4.8,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-06-01,231639.5793676851,295.135,4.9,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-07-01,232318.554084241,295.68,4.8,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-08-01,232854.95388158897,297.385,4.9,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-09-01,233448.13186011795,298.53999999999996,5.0,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-10-01,234340.31768536492,301.37,4.9,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-11-01,235499.78445228504,301.695,4.7,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2016-12-01,236765.4387648143,303.435,4.7,12395722.0,59804.512900418384,33.26678111206431,8447899.0,138702.0,6.907618201359145
Mountain,2017-01-01,237938.14173654545,303.745,4.7,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-02-01,239281.27538612505,307.4,4.6,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-03-01,240677.94414223707,310.625,4.4,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-04-01,242241.2938740338,313.08000000000004,4.4,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-05-01,243475.03446820573,316.63,4.4,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-06-01,244651.345633536,318.57,4.3,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-07-01,245716.9010740971,320.315,4.3,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-08-01,246801.4614743394,321.78999999999996,4.4,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-09-01,247975.85804145425,323.435,4.3,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-10-01,249215.8384985249,325.295,4.2,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-11-01,250551.8034416231,329.42,4.2,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2017-12-01,251891.368175568,329.46500000000003,4.1,13077413.0,63081.782026689834,34.05548995049709,8585227.0,150150.0,6.716348438750872
Mountain,2018-01-01,253279.04948931883,332.41499999999996,4.0,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-02-01,254714.19413228997,335.42499999999995,4.1,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-03-01,256429.9573813029,339.725,4.0,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-04-01,258016.40445468877,341.33,4.0,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-05-01,259616.2799422248,344.66499999999996,3.8,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-06-01,260934.6161394452,348.985,4.0,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-07-01,262674.7526009937,348.65,3.8,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-08-01,264462.20138602675,350.52,3.8,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-09-01,266292.43959971267,351.93,3.7,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-10-01,267721.9408735408,352.95,3.8,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-11-01,269149.05572405306,354.96000000000004,3.8,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2018-12-01,270462.96338759875,354.03499999999997,3.9,13308755.0,65453.423752409595,34.36873379966796,8719088.0,155058.0,6.545173307190955
Mountain,2019-01-01,271726.58338221145,358.255,4.0,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
Mountain,2019-02-01,273000.117883314,358.88,3.8,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
Mountain,2019-03-01,274533.1983041495,360.815,3.8,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
Mountain,2019-04-01,276216.44426146726,366.91499999999996,3.7,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
Mountain,2019-05-01,277706.0892779652,368.61,3.6,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
Mountain,2019-06-01,279091.62038661825,370.40999999999997,3.6,13479707.0,69934.99248574172,35.019912984755535,8864406.0,163355.0,6.380966108920074
