division,date,zhvi,hpi,unemployment_rate
New England,2019-07-01,282175.3697749709,253.21,3.7
New England,2019-08-01,282941.2944480236,260.27,3.6
New England,2019-08-01,282941.2944480236,254.95,3.6
New England,2019-09-01,283483.61909459246,258.04,3.5
New England,2019-09-01,283483.61909459246,254.81,3.5
New England,2019-10-01,284269.0770501342,258.5,3.6
New England,2019-10-01,284269.0770501342,256.52,3.6
New England,2019-11-01,285403.5144129434,259.47,3.6
New England,2019-11-01,285403.5144129434,258.56,3.6
New England,2019-12-01,286720.98211508687,259.27,3.6
New England,2019-12-01,286720.98211508687,260.24,3.6
New England,2020-01-01,288146.33239491924,260.8,3.6
New England,2020-01-01,288146.33239491924,262.5,3.6
New England,2020-02-01,289643.5538597626,262.11,3.5
New England,2020-02-01,289643.5538597626,264.27,3.5
New England,2020-03-01,291433.7648656296,265.73,4.4
New England,2020-03-01,291433.7648656296,264.38,4.4
New England,2020-04-01,293136.5384017688,267.68,14.8
New England,2020-04-01,293136.5384017688,263.74,14.8
New England,2020-05-01,294175.5302061703,267.12,13.2
New England,2020-05-01,294175.5302061703,261.69,13.2
New England,2020-06-01,294791.3417091957,270.98,11.0
New England,2020-06-01,294791.3417091957,264.25,11.0
New England,2020-07-01,295672.6251351412,276.96,10.2
New England,2020-07-01,295672.6251351412,270.57,10.2
New England,2020-08-01,297986.1084552866,281.85,8.4
New England,2020-08-01,297986.1084552866,276.23,8.4
New England,2020-09-01,302054.8289296937,285.73,7.8
New England,2020-09-01,302054.8289296937,282.17,7.8
New England,2020-10-01,307234.4447364386,290.08,6.9
New England,2020-10-01,307234.4447364386,287.88,6.9
New England,2020-11-01,313134.20503371133,292.74,6.7
New England,2020-11-01,313134.20503371133,292.2,6.7
New England,2020-12-01,319117.6056330096,294.5,6.7
New England,2020-12-01,319117.6056330096,296.1,6.7
New England,2021-01-01,324748.2100267303,297.83,6.4
New England,2021-01-01,324748.2100267303,300.04,6.4
New England,2021-02-01,330307.5633320057,298.18,6.2
New England,2021-02-01,330307.5633320057,300.88,6.2
New England,2021-03-01,335792.31296630733,308.77,6.1
New England,2021-03-01,335792.31296630733,306.67,6.1
New England,2021-04-01,341945.4610085791,316.22,6.1
New England,2021-04-01,341945.4610085791,310.61,6.1
New England,2021-05-01,348921.9460787124,325.11,5.8
New England,2021-05-01,348921.9460787124,318.13,5.8
New England,2021-06-01,356276.9113124538,329.87,5.9
New England,2021-06-01,356276.9113124538,321.41,5.9
New England,2021-07-01,362320.46869192726,334.43,5.4
New England,2021-07-01,362320.46869192726,326.77,5.4
New England,2021-08-01,365437.0462528469,333.52,5.1
New England,2021-08-01,365437.0462528469,327.16,5.1
New England,2021-09-01,366173.3768225445,336.26,4.7
New England,2021-09-01,366173.3768225445,332.05,4.7
New England,2021-10-01,366414.14899305283,335.87,4.5
New England,2021-10-01,366414.14899305283,333.32,4.5
New England,2021-11-01,367816.69481016963,337.07,4.1
New England,2021-11-01,367816.69481016963,336.92,4.1
New England,2021-12-01,370333.72312655003,342.16,3.9
New England,2021-12-01,370333.72312655003,344.86,3.9
New England,2022-01-01,375382.2652207991,345.64,4.0
New England,2022-01-01,375382.2652207991,348.74,4.0
New England,2022-02-01,382362.463880491,349.9,3.9
New England,2022-02-01,382362.463880491,353.14,3.9
New England,2022-03-01,391197.8628716788,358.47,3.7
New England,2022-03-01,391197.8628716788,355.51,3.7
New England,2022-04-01,399972.9913876602,370.0,3.7
New England,2022-04-01,399972.9913876602,362.49,3.7
New England,2022-05-01,407677.89928267954,375.16,3.6
New England,2022-05-01,407677.89928267954,366.73,3.6
New England,2022-06-01,414013.33538448886,375.39,3.6
New England,2022-06-01,414013.33538448886,365.29,3.6
New England,2022-07-01,417168.571780688,372.33,3.5
New England,2022-07-01,417168.571780688,363.78,3.5
New England,2022-08-01,417284.50390409003,370.35,3.6
New England,2022-08-01,417284.50390409003,363.47,3.6
New England,2022-09-01,415176.9677951697,365.74,3.5
New England,2022-09-01,415176.9677951697,360.89,3.5
New England,2022-10-01,413469.2329484956,366.53,3.6
New England,2022-10-01,413469.2329484956,363.73,3.6
New England,2022-11-01,412952.8783060751,365.73,3.6
New England,2022-11-01,412952.8783060751,365.9,3.6
New England,2022-12-01,413112.5539491026,361.68,3.5
New England,2022-12-01,413112.5539491026,365.33,3.5
New England,2023-01-01,413167.7731387314,365.96,3.5
New England,2023-01-01,413167.7731387314,369.71,3.5
New England,2023-02-01,413520.108807521,368.66,3.6
New England,2023-02-01,413520.108807521,371.7,3.6
New England,2023-03-01,414676.25682034774,379.18,3.5
New England,2023-03-01,414676.25682034774,375.54,3.5
New England,2023-04-01,417332.6187481048,388.81,3.4
New England,2023-04-01,417332.6187481048,380.2,3.4
New England,2023-05-01,421041.08047131397,390.23,3.6
New England,2023-05-01,421041.08047131397,381.07,3.6
New England,2023-06-01,425462.49455363245,400.23,3.6
New England,2023-06-01,425462.49455363245,389.13,3.6
New England,2023-07-01,429814.21328945295,400.24,3.5
New England,2023-07-01,429814.21328945295,391.14,3.5
New England,2023-08-01,434078.8959558189,402.52,3.7
New England,2023-08-01,434078.8959558189,395.23,3.7
New England,2023-09-01,437845.97043527523,405.35,3.7
New England,2023-09-01,437845.97043527523,399.99,3.7
New England,2023-10-01,440815.9909597698,403.89,3.9
New England,2023-10-01,440815.9909597698,400.71,3.9
New England,2023-11-01,442846.39276746986,399.49,3.7
New England,2023-11-01,442846.39276746986,399.84,3.7
New England,2023-12-01,444106.91211561405,396.78,3.8
New England,2023-12-01,444106.91211561405,401.48,3.8
New England,2024-01-01,444772.13936002686,399.03,3.7
New England,2024-01-01,444772.13936002686,403.54,3.7
New England,2024-02-01,445904.55512082955,409.7,3.9
New England,2024-02-01,445904.55512082955,412.53,3.9
New England,2024-03-01,448504.2925588031,414.79,3.9
New England,2024-03-01,448504.2925588031,410.38,3.9
New England,2024-04-01,452337.444820062,422.56,3.9
New England,2024-04-01,452337.444820062,412.74,3.9
New England,2024-05-01,455823.23237430456,425.32,3.9
New England,2024-05-01,455823.23237430456,415.26,3.9
New England,2024-06-01,457746.7057044105,428.24,4.1
New England,2024-06-01,457746.7057044105,416.16,4.1
New England,2024-07-01,458659.4677370597,429.25,4.2
New England,2024-07-01,458659.4677370597,419.59,4.2
New England,2024-08-01,459758.36052705033,427.71,4.2
New England,2024-08-01,459758.36052705033,419.88,4.2
New England,2024-09-01,461192.29716661223,431.41,4.1
New England,2024-09-01,461192.29716661223,425.54,4.1
New England,2024-10-01,462524.6497421036,430.94,4.1
New England,2024-10-01,462524.6497421036,427.35,4.1
New England,2024-11-01,462889.3316696784,429.04,4.2
New England,2024-11-01,462889.3316696784,429.29,4.2
New England,2024-12-01,463184.397432024,427.8,4.1
New England,2024-12-01,463184.397432024,433.09,4.1
New England,2025-01-01,463590.0248408136,429.73,4.0
New England,2025-01-01,463590.0248408136,434.65,4.0
New England,2025-02-01,464484.2430794673,435.83,4.2
New England,2025-02-01,464484.2430794673,438.19,4.2
New England,2025-03-01,464891.0682721406,443.6,4.2
New England,2025-03-01,464891.0682721406,438.49,4.2
New England,2025-04-01,465208.2480541077,446.53,4.2
New England,2025-04-01,465208.2480541077,435.72,4.2
New England,2025-05-01,465410.34195829777,450.79,4.3
New England,2025-05-01,465410.34195829777,440.06,4.3
New England,2025-06-01,465545.92797920236,450.12,4.1
New England,2025-06-01,465545.92797920236,437.32,4.1
New England,2025-07-01,465714.02610922314,447.97,4.3
New England,2025-07-01,465714.02610922314,437.87,4.3
New England,2025-08-01,465895.05342783616,449.4,4.3
New England,2025-08-01,465895.05342783616,441.03,4.3
New England,2025-09-01,466580.5040234899,445.54,4.4
New England,2025-09-01,466580.5040234899,439.28,4.4
New England,2025-10-01,467777.9941942116,446.38,
New England,2025-10-01,467777.9941942116,442.48,
New England,2025-11-01,469330.8788068167,444.26,4.5
New England,2025-11-01,469330.8788068167,444.43,4.5
New England,2025-12-01,471242.23858950846,439.12,4.4
New England,2025-12-01,471242.23858950846,444.77,4.4
Pacific,2000-01-01,171226.2045588192,121.83,4.0
Pacific,2000-01-01,171226.2045588192,122.33,4.0
Pacific,2000-02-01,171587.33935392753,120.85,4.1
Pacific,2000-02-01,171587.33935392753,121.39,4.1
Pacific,2000-03-01,172075.75752335368,123.11,4.0
Pacific,2000-03-01,172075.75752335368,122.91,4.0
Pacific,2000-04-01,173166.7248338624,124.24,3.8
Pacific,2000-04-01,173166.7248338624,123.82,3.8
Pacific,2000-05-01,173175.34832278968,125.92,4.0
Pacific,2000-05-01,173175.34832278968,124.84,4.0
Pacific,2000-06-01,174677.36696298697,127.08,4.0
Pacific,2000-06-01,174677.36696298697,125.83,4.0
Pacific,2000-07-01,176338.40052401385,127.97,4.0
Pacific,2000-07-01,176338.40052401385,126.9,4.0
Pacific,2000-08-01,178200.3282952045,129.05,4.1
Pacific,2000-08-01,178200.3282952045,128.06,4.1
Pacific,2000-09-01,180108.56195657564,129.98,3.9
Pacific,2000-09-01,180108.56195657564,129.3,3.9
Pacific,2000-10-01,181971.00527882826,131.12,3.9
Pacific,2000-10-01,181971.00527882826,130.83,3.9
Pacific,2000-11-01,183828.24676166143,132.33,3.9
Pacific,2000-11-01,183828.24676166143,132.39,3.9
Pacific,2000-12-01,184825.8835087593,133.32,3.9
Pacific,2000-12-01,184825.8835087593,133.61,3.9
Pacific,2001-01-01,181772.85072374536,134.1,4.2
Pacific,2001-01-01,181772.85072374536,134.71,4.2
Pacific,2001-02-01,183425.85340368914,135.76,4.2
Pacific,2001-02-01,183425.85340368914,136.34,4.2
Pacific,2001-03-01,185238.21845223327,137.66,4.3
Pacific,2001-03-01,185238.21845223327,137.52,4.3
Pacific,2001-04-01,187162.48278103542,138.89,4.4
Pacific,2001-04-01,187162.48278103542,138.5,4.4
Pacific,2001-05-01,189064.88586146012,140.42,4.3
Pacific,2001-05-01,189064.88586146012,139.28,4.3
Pacific,2001-06-01,190724.0680237812,141.41,4.5
Pacific,2001-06-01,190724.0680237812,140.02,4.5
Pacific,2001-07-01,191534.46692606757,142.07,4.6
Pacific,2001-07-01,191534.46692606757,140.81,4.6
Pacific,2001-08-01,193095.10993429722,143.03,4.9
Pacific,2001-08-01,193095.10993429722,141.86,4.9
Pacific,2001-09-01,194631.72403717472,144.11,5.0
Pacific,2001-09-01,194631.72403717472,143.26,5.0
Pacific,2001-10-01,196011.6003649412,144.35,5.3
Pacific,2001-10-01,196011.6003649412,143.96,5.3
Pacific,2001-11-01,197241.54566426759,144.69,5.5
Pacific,2001-11-01,197241.54566426759,144.73,5.5
Pacific,2001-12-01,198361.8663820486,146.07,5.7
Pacific,2001-12-01,198361.8663820486,146.36,5.7
Pacific,2002-01-01,199273.6833205246,147.01,5.7
Pacific,2002-01-01,199273.6833205246,147.84,5.7
Pacific,2002-02-01,200184.35678819052,148.37,5.7
Pacific,2002-02-01,200184.35678819052,149.02,5.7
Pacific,2002-03-01,201131.34828777664,150.75,5.7
Pacific,2002-03-01,201131.34828777664,150.74,5.7
Pacific,2002-04-01,202332.52880673372,152.53,5.9
Pacific,2002-04-01,202332.52880673372,152.2,5.9
Pacific,2002-05-01,203650.2499093903,155.71,5.8
Pacific,2002-05-01,203650.2499093903,154.5,5.8
Pacific,2002-06-01,205124.3630855929,157.96,5.8
Pacific,2002-06-01,205124.3630855929,156.42,5.8
Pacific,2002-07-01,206832.92386868966,160.08,5.8
Pacific,2002-07-01,206832.92386868966,158.51,5.8
Pacific,2002-08-01,208675.42743433377,161.72,5.7
Pacific,2002-08-01,208675.42743433377,160.3,5.7
Pacific,2002-09-01,211963.3963412145,162.69,5.7
Pacific,2002-09-01,211963.3963412145,161.55,5.7
Pacific,2002-10-01,213827.494703483,164.45,5.7
Pacific,2002-10-01,213827.494703483,163.94,5.7
Pacific,2002-11-01,215743.1620573336,165.02,5.9
Pacific,2002-11-01,215743.1620573336,165.01,5.9
Pacific,2002-12-01,216056.39366676653,166.43,6.0
Pacific,2002-12-01,216056.39366676653,166.77,6.0
Pacific,2003-01-01,216490.56180866738,167.78,5.8
Pacific,2003-01-01,216490.56180866738,169.0,5.8
Pacific,2003-02-01,218215.91953672774,170.03,5.9
Pacific,2003-02-01,218215.91953672774,170.74,5.9
Pacific,2003-03-01,221298.9652129736,171.9,5.9
Pacific,2003-03-01,221298.9652129736,172.06,5.9
Pacific,2003-04-01,223413.1128700969,174.56,6.0
Pacific,2003-04-01,223413.1128700969,174.28,6.0
Pacific,2003-05-01,225623.39884893177,177.09,6.1
Pacific,2003-05-01,225623.39884893177,175.7,6.1
Pacific,2003-06-01,227820.23276158914,178.59,6.3
Pacific,2003-06-01,227820.23276158914,176.78,6.3
Pacific,2003-07-01,228809.65492479783,181.24,6.2
Pacific,2003-07-01,228809.65492479783,179.27,6.2
Pacific,2003-08-01,231271.34043212543,183.98,6.1
Pacific,2003-08-01,231271.34043212543,182.27,6.1
Pacific,2003-09-01,235689.08165368382,186.24,6.1
Pacific,2003-09-01,235689.08165368382,184.75,6.1
Pacific,2003-10-01,237491.22791641759,188.68,6.0
Pacific,2003-10-01,237491.22791641759,188.08,6.0
Pacific,2003-11-01,238370.63282331577,190.93,5.8
Pacific,2003-11-01,238370.63282331577,190.89,5.8
Pacific,2003-12-01,240717.78124814597,193.27,5.7
Pacific,2003-12-01,240717.78124814597,193.78,5.7
Pacific,2004-01-01,241379.10039552767,195.16,5.7
Pacific,2004-01-01,241379.10039552767,196.89,5.7
Pacific,2004-02-01,244782.33486450167,197.96,5.6
Pacific,2004-02-01,244782.33486450167,198.72,5.6
Pacific,2004-03-01,247714.62465313447,202.45,5.8
Pacific,2004-03-01,247714.62465313447,202.83,5.8
Pacific,2004-04-01,251113.53589353943,205.82,5.6
Pacific,2004-04-01,251113.53589353943,205.48,5.6
Pacific,2004-05-01,254156.0285404701,212.23,5.6
Pacific,2004-05-01,254156.0285404701,210.55,5.6
Pacific,2004-06-01,258321.175443777,217.55,5.6
Pacific,2004-06-01,258321.175443777,215.3,5.6
Pacific,2004-07-01,263230.2608193497,221.81,5.5
Pacific,2004-07-01,263230.2608193497,219.18,5.5
Pacific,2004-08-01,267542.63918804936,224.42,5.4
Pacific,2004-08-01,267542.63918804936,222.31,5.4
Pacific,2004-09-01,272090.27657378325,227.48,5.4
Pacific,2004-09-01,272090.27657378325,225.46,5.4
Pacific,2004-10-01,276459.1770102167,229.02,5.5
Pacific,2004-10-01,276459.1770102167,228.33,5.5
Pacific,2004-11-01,280819.90694453265,232.8,5.4
Pacific,2004-11-01,280819.90694453265,232.73,5.4
Pacific,2004-12-01,285158.89896727377,236.19,5.4
Pacific,2004-12-01,285158.89896727377,237.06,5.4
Pacific,2005-01-01,289228.5341101291,236.69,5.3
Pacific,2005-01-01,289228.5341101291,239.05,5.3
Pacific,2005-02-01,291378.10982789466,242.07,5.4
Pacific,2005-02-01,291378.10982789466,242.84,5.4
Pacific,2005-03-01,294992.2356015881,246.97,5.2
Pacific,2005-03-01,294992.2356015881,247.68,5.2
Pacific,2005-04-01,299906.6149690819,251.88,5.2
Pacific,2005-04-01,299906.6149690819,251.44,5.2
Pacific,2005-05-01,303286.12424342806,257.93,5.1
Pacific,2005-05-01,303286.12424342806,255.91,5.1
Pacific,2005-06-01,308511.7121334745,262.21,5.0
Pacific,2005-06-01,308511.7121334745,259.36,5.0
Pacific,2005-07-01,315253.8577977636,266.72,5.0
Pacific,2005-07-01,315253.8577977636,263.29,5.0
Pacific,2005-08-01,318671.91480763897,269.94,4.9
Pacific,2005-08-01,318671.91480763897,267.39,4.9
Pacific,2005-09-01,323403.16152384283,274.12,5.0
Pacific,2005-09-01,323403.16152384283,271.54,5.0
Pacific,2005-10-01,327816.94019415276,273.89,5.0
Pacific,2005-10-01,327816.94019415276,273.04,5.0
Pacific,2005-11-01,331783.1637228123,274.27,5.0
Pacific,2005-11-01,331783.1637228123,274.25,5.0
Pacific,2005-12-01,335411.3963348239,276.56,4.9
Pacific,2005-12-01,335411.3963348239,277.88,4.9
Pacific,2006-01-01,338562.4275065416,275.32,4.7
Pacific,2006-01-01,338562.4275065416,278.26,4.7
Pacific,2006-02-01,341546.7190108965,279.76,4.8
Pacific,2006-02-01,341546.7190108965,280.45,4.8
Pacific,2006-03-01,344416.61576860375,279.63,4.7
Pacific,2006-03-01,344416.61576860375,280.63,4.7
Pacific,2006-04-01,347238.9793295277,281.38,4.7
Pacific,2006-04-01,347238.9793295277,280.86,4.7
Pacific,2006-05-01,347004.2175121654,283.13,4.6
Pacific,2006-05-01,347004.2175121654,281.05,4.6
Pacific,2006-06-01,348929.0077600375,283.29,4.6
Pacific,2006-06-01,348929.0077600375,280.15,4.6
Pacific,2006-07-01,349742.61024973413,282.25,4.7
Pacific,2006-07-01,349742.61024973413,278.41,4.7
Pacific,2006-08-01,350671.7848701076,281.14,4.7
Pacific,2006-08-01,350671.7848701076,278.47,4.7
Pacific,2006-09-01,351108.0131423869,280.08,4.5
Pacific,2006-09-01,351108.0131423869,277.35,4.5
Pacific,2006-10-01,350950.2294262243,276.19,4.4
Pacific,2006-10-01,350950.2294262243,275.18,4.4
Pacific,2006-11-01,350567.68882843776,276.03,4.5
Pacific,2006-11-01,350567.68882843776,276.07,4.5
Pacific,2006-12-01,350041.16416745196,273.81,4.4
Pacific,2006-12-01,350041.16416745196,275.34,4.4
Pacific,2007-01-01,344313.0495989874,274.16,4.6
Pacific,2007-01-01,344313.0495989874,277.27,4.6
Pacific,2007-02-01,342958.7884304403,273.35,4.5
Pacific,2007-02-01,342958.7884304403,273.89,4.5
Pacific,2007-03-01,342864.4447023383,277.06,4.4
Pacific,2007-03-01,342864.4447023383,278.24,4.4
Pacific,2007-04-01,342629.41306402185,276.91,4.5
Pacific,2007-04-01,342629.41306402185,276.49,4.5
Pacific,2007-05-01,341865.9514925704,274.46,4.4
Pacific,2007-05-01,341865.9514925704,272.55,4.4
Pacific,2007-06-01,340631.35643195146,272.4,4.6
Pacific,2007-06-01,340631.35643195146,269.25,4.6
Pacific,2007-07-01,339083.4464024091,270.31,4.7
Pacific,2007-07-01,339083.4464024091,266.44,4.7
Pacific,2007-08-01,335673.88976328744,263.33,4.6
Pacific,2007-08-01,335673.88976328744,260.66,4.6
Pacific,2007-09-01,333799.8674176323,260.28,4.7
Pacific,2007-09-01,333799.8674176323,257.67,4.7
Pacific,2007-10-01,330594.14518261957,253.95,4.7
Pacific,2007-10-01,330594.14518261957,252.78,4.7
Pacific,2007-11-01,328084.32076465595,247.49,4.7
Pacific,2007-11-01,328084.32076465595,247.52,4.7
Pacific,2007-12-01,325189.3915207791,241.34,5.0
Pacific,2007-12-01,325189.3915207791,242.82,5.0
Pacific,2008-01-01,318360.51205481985,236.1,5.0
Pacific,2008-01-01,318360.51205481985,238.88,5.0
Pacific,2008-02-01,316801.8284385953,231.95,4.9
Pacific,2008-02-01,316801.8284385953,232.49,4.9
Pacific,2008-03-01,311829.91146796755,224.4,5.1
Pacific,2008-03-01,311829.91146796755,225.38,5.1
Pacific,2008-04-01,307867.0899847776,220.91,5.0
Pacific,2008-04-01,307867.0899847776,220.57,5.0
Pacific,2008-05-01,303650.6495235159,216.83,5.4
Pacific,2008-05-01,303650.6495235159,215.33,5.4
Pacific,2008-06-01,299530.18460729945,214.49,5.6
Pacific,2008-06-01,299530.18460729945,211.92,5.6
Pacific,2008-07-01,295486.5909005301,210.39,5.8
Pacific,2008-07-01,295486.5909005301,207.15,5.8
Pacific,2008-08-01,289360.08416078467,205.44,6.1
Pacific,2008-08-01,289360.08416078467,203.2,6.1
Pacific,2008-09-01,284463.42820674734,201.49,6.1
Pacific,2008-09-01,284463.42820674734,199.34,6.1
Pacific,2008-10-01,280322.03616845235,197.77,6.5
Pacific,2008-10-01,280322.03616845235,196.62,6.5
Pacific,2008-11-01,276211.53931140184,192.23,6.8
Pacific,2008-11-01,276211.53931140184,192.11,6.8
Pacific,2008-12-01,272519.54095464974,189.81,7.3
Pacific,2008-12-01,272519.54095464974,191.04,7.3
Pacific,2009-01-01,263612.11699749855,186.48,7.8
Pacific,2009-01-01,263612.11699749855,188.79,7.8
Pacific,2009-02-01,259850.6319529483,187.74,8.3
Pacific,2009-02-01,259850.6319529483,188.42,8.3
Pacific,2009-03-01,255549.6801006704,185.24,8.7
Pacific,2009-03-01,255549.6801006704,186.14,8.7
Pacific,2009-04-01,251431.29013353412,184.51,9.0
Pacific,2009-04-01,251431.29013353412,184.32,9.0
Pacific,2009-05-01,248609.78124450552,184.95,9.4
Pacific,2009-05-01,248609.78124450552,183.62,9.4
Pacific,2009-06-01,246166.23033507867,187.21,9.5
Pacific,2009-06-01,246166.23033507867,184.82,9.5
Pacific,2009-07-01,244170.61079910328,187.76,9.5
Pacific,2009-07-01,244170.61079910328,184.7,9.5
Pacific,2009-08-01,242322.78174350623,188.52,9.6
Pacific,2009-08-01,242322.78174350623,186.37,9.6
Pacific,2009-09-01,240510.29084891293,187.46,9.8
Pacific,2009-09-01,240510.29084891293,185.41,9.8
Pacific,2009-10-01,239008.33546879224,188.23,10.0
Pacific,2009-10-01,239008.33546879224,186.99,10.0
Pacific,2009-11-01,237972.18046269112,189.21,9.9
Pacific,2009-11-01,237972.18046269112,189.04,9.9
Pacific,2009-12-01,238065.02786584428,185.47,9.9
Pacific,2009-12-01,238065.02786584428,186.7,9.9
Pacific,2010-01-01,238123.67923672963,183.17,9.8
Pacific,2010-01-01,238123.67923672963,185.59,9.8
Pacific,2010-02-01,238056.06941332153,185.45,9.8
Pacific,2010-02-01,238056.06941332153,186.59,9.8
Pacific,2010-03-01,238259.29917309998,185.42,9.9
Pacific,2010-03-01,238259.29917309998,186.33,9.9
Pacific,2010-04-01,238538.6048525143,186.79,9.9
Pacific,2010-04-01,238538.6048525143,186.63,9.9
Pacific,2010-05-01,238661.8450671968,188.95,9.6
Pacific,2010-05-01,238661.8450671968,187.45,9.6
Pacific,2010-06-01,238393.8318794708,185.51,9.4
Pacific,2010-06-01,238393.8318794708,183.02,9.4
Pacific,2010-07-01,237641.96421570104,185.96,9.4
Pacific,2010-07-01,237641.96421570104,182.77,9.4
Pacific,2010-08-01,236729.34383401624,183.41,9.5
Pacific,2010-08-01,236729.34383401624,181.24,9.5
Pacific,2010-09-01,236554.0626334546,182.11,9.5
Pacific,2010-09-01,236554.0626334546,180.09,9.5
Pacific,2010-10-01,235287.16572353698,179.54,9.4
Pacific,2010-10-01,235287.16572353698,178.3,9.4
Pacific,2010-11-01,232816.3978207204,178.32,9.8
Pacific,2010-11-01,232816.3978207204,178.13,9.8
Pacific,2010-12-01,231437.11954610294,175.95,9.3
Pacific,2010-12-01,231437.11954610294,177.18,9.3
Pacific,2011-01-01,230125.14685747787,172.01,9.1
Pacific,2011-01-01,230125.14685747787,174.48,9.1
Pacific,2011-02-01,228782.00544356983,172.01,9.0
Pacific,2011-02-01,228782.00544356983,173.44,9.0
Pacific,2011-03-01,227408.70628948184,171.17,9.0
Pacific,2011-03-01,227408.70628948184,171.94,9.0
Pacific,2011-04-01,225961.9349661731,171.22,9.1
Pacific,2011-04-01,225961.9349661731,170.97,9.1
Pacific,2011-05-01,224357.10625971947,171.22,9.0
Pacific,2011-05-01,224357.10625971947,169.55,9.0
Pacific,2011-06-01,222957.21146757551,171.38,9.1
Pacific,2011-06-01,222957.21146757551,168.85,9.1
Pacific,2011-07-01,221762.0529806851,172.82,9.0
Pacific,2011-07-01,221762.0529806851,169.7,9.0
Pacific,2011-08-01,220633.91617668912,170.98,9.0
Pacific,2011-08-01,220633.91617668912,168.82,9.0
Pacific,2011-09-01,219527.65959240825,171.29,9.0
Pacific,2011-09-01,219527.65959240825,169.4,9.0
Pacific,2011-10-01,218416.96910073768,169.93,8.8
Pacific,2011-10-01,218416.96910073768,168.83,8.8
Pacific,2011-11-01,217621.03807334465,169.44,8.6
Pacific,2011-11-01,217621.03807334465,169.31,8.6
Pacific,2011-12-01,217013.95018437385,167.8,8.5
Pacific,2011-12-01,217013.95018437385,168.99,8.5
Pacific,2012-01-01,216588.81754195347,167.13,8.3
Pacific,2012-01-01,216588.81754195347,169.57,8.3
Pacific,2012-02-01,215292.1821329111,168.11,8.3
Pacific,2012-02-01,215292.1821329111,169.77,8.3
Pacific,2012-03-01,215354.04331395827,171.18,8.2
Pacific,2012-03-01,215354.04331395827,171.74,8.2
Pacific,2012-04-01,215587.34513948337,173.49,8.2
Pacific,2012-04-01,215587.34513948337,172.95,8.2
Pacific,2012-05-01,216089.91213542043,176.92,8.2
Pacific,2012-05-01,216089.91213542043,174.89,8.2
Pacific,2012-06-01,215938.71437722596,179.63,8.2
Pacific,2012-06-01,215938.71437722596,176.84,8.2
Pacific,2012-07-01,216668.0670050284,179.3,8.2
Pacific,2012-07-01,216668.0670050284,175.95,8.2
Pacific,2012-08-01,217513.3451972203,182.99,8.1
Pacific,2012-08-01,217513.3451972203,180.65,8.1
Pacific,2012-09-01,219628.62210880546,182.14,7.8
Pacific,2012-09-01,219628.62210880546,180.31,7.8
Pacific,2012-10-01,221152.58679344234,184.98,7.8
Pacific,2012-10-01,221152.58679344234,184.01,7.8
Pacific,2012-11-01,222878.2741607288,186.07,7.7
Pacific,2012-11-01,222878.2741607288,186.07,7.7
Pacific,2012-12-01,224735.96294132428,187.02,7.9
Pacific,2012-12-01,224735.96294132428,188.45,7.9
Pacific,2013-01-01,226602.43054881372,188.96,8.0
Pacific,2013-01-01,226602.43054881372,191.74,8.0
Pacific,2013-02-01,228389.28669276112,191.07,7.7
Pacific,2013-02-01,228389.28669276112,193.1,7.7
Pacific,2013-03-01,230151.2500580615,196.34,7.5
Pacific,2013-03-01,230151.2500580615,196.77,7.5
Pacific,2013-04-01,232282.01451725326,200.76,7.6
Pacific,2013-04-01,232282.01451725326,199.82,7.6
Pacific,2013-05-01,235074.71545498917,205.42,7.5
Pacific,2013-05-01,235074.71545498917,202.86,7.5
Pacific,2013-06-01,238255.28538519656,208.93,7.5
Pacific,2013-06-01,238255.28538519656,205.58,7.5
Pacific,2013-07-01,241084.8645713611,212.6,7.3
Pacific,2013-07-01,241084.8645713611,208.65,7.3
Pacific,2013-08-01,243627.1266817438,212.64,7.2
Pacific,2013-08-01,243627.1266817438,210.01,7.2
Pacific,2013-09-01,246003.77228802285,213.9,7.2
Pacific,2013-09-01,246003.77228802285,212.08,7.2
Pacific,2013-10-01,248503.8269465537,214.07,7.2
Pacific,2013-10-01,248503.8269465537,213.26,7.2
Pacific,2013-11-01,250620.5902554078,213.49,6.9
Pacific,2013-11-01,250620.5902554078,213.72,6.9
Pacific,2013-12-01,252445.19668619666,213.19,6.7
Pacific,2013-12-01,252445.19668619666,214.85,6.7
Pacific,2014-01-01,254001.22279605357,213.58,6.6
Pacific,2014-01-01,254001.22279605357,216.57,6.6
Pacific,2014-02-01,255528.32796697816,216.33,6.7
Pacific,2014-02-01,255528.32796697816,218.5,6.7
Pacific,2014-03-01,257154.2243154869,219.15,6.7
Pacific,2014-03-01,257154.2243154869,219.29,6.7
Pacific,2014-04-01,258953.3467788705,221.96,6.2
Pacific,2014-04-01,258953.3467788705,220.52,6.2
Pacific,2014-05-01,260975.9798055441,224.28,6.3
Pacific,2014-05-01,260975.9798055441,221.27,6.3
Pacific,2014-06-01,262573.0064875304,226.5,6.1
Pacific,2014-06-01,262573.0064875304,222.84,6.1
Pacific,2014-07-01,263737.1799345055,228.29,6.2
Pacific,2014-07-01,263737.1799345055,224.15,6.2
Pacific,2014-08-01,264565.04225950903,228.84,6.1
Pacific,2014-08-01,264565.04225950903,226.1,6.1
Pacific,2014-09-01,265683.87305612396,227.52,5.9
Pacific,2014-09-01,265683.87305612396,225.89,5.9
Pacific,2014-10-01,266956.98425509426,228.17,5.7
Pacific,2014-10-01,266956.98425509426,227.54,5.7
