division,date,zhvi,hpi,unemployment_rate
East North Central,2020-10-01,152679.2131911876,249.12,6.9
East North Central,2020-11-01,154975.44047432477,252.05,6.7
East North Central,2020-11-01,154975.44047432477,252.23,6.7
East North Central,2020-12-01,156876.143933549,253.0,6.7
East North Central,2020-12-01,156876.143933549,255.52,6.7
East North Central,2021-01-01,158580.92497824875,254.11,6.4
East North Central,2021-01-01,158580.92497824875,257.95,6.4
East North Central,2021-02-01,160366.88594895267,257.93,6.2
East North Central,2021-02-01,160366.88594895267,259.62,6.2
East North Central,2021-03-01,162269.41848381874,263.44,6.1
East North Central,2021-03-01,162269.41848381874,262.39,6.1
East North Central,2021-04-01,164269.09426410138,269.29,6.1
East North Central,2021-04-01,164269.09426410138,265.59,6.1
East North Central,2021-05-01,166470.93678324317,275.12,5.8
East North Central,2021-05-01,166470.93678324317,268.63,5.8
East North Central,2021-06-01,168924.0982712019,281.3,5.9
East North Central,2021-06-01,168924.0982712019,273.77,5.9
East North Central,2021-07-01,170961.73360303015,282.99,5.4
East North Central,2021-07-01,170961.73360303015,276.17,5.4
East North Central,2021-08-01,172002.41812504135,283.11,5.1
East North Central,2021-08-01,172002.41812504135,278.26,5.1
East North Central,2021-09-01,172107.06562556146,284.54,4.7
East North Central,2021-09-01,172107.06562556146,280.31,4.7
East North Central,2021-10-01,172300.73183891413,285.32,4.5
East North Central,2021-10-01,172300.73183891413,283.47,4.5
East North Central,2021-11-01,173038.832517947,286.76,4.1
East North Central,2021-11-01,173038.832517947,287.23,4.1
East North Central,2021-12-01,174103.83352516382,287.34,3.9
East North Central,2021-12-01,174103.83352516382,290.33,3.9
East North Central,2022-01-01,175987.12038608833,290.11,4.0
East North Central,2022-01-01,175987.12038608833,294.49,4.0
East North Central,2022-02-01,178419.69566046915,296.08,3.9
East North Central,2022-02-01,178419.69566046915,297.96,3.9
East North Central,2022-03-01,181249.37533860572,302.2,3.7
East North Central,2022-03-01,181249.37533860572,300.9,3.7
East North Central,2022-04-01,183918.6281393852,308.35,3.7
East North Central,2022-04-01,183918.6281393852,303.98,3.7
East North Central,2022-05-01,185983.8078700443,314.52,3.6
East North Central,2022-05-01,185983.8078700443,306.58,3.6
East North Central,2022-06-01,187835.08287199977,315.42,3.6
East North Central,2022-06-01,187835.08287199977,306.96,3.6
East North Central,2022-07-01,188600.3406911089,314.12,3.5
East North Central,2022-07-01,188600.3406911089,306.54,3.5
East North Central,2022-08-01,188587.07951507063,311.05,3.6
East North Central,2022-08-01,188587.07951507063,305.78,3.6
East North Central,2022-09-01,187914.38093114246,312.1,3.5
East North Central,2022-09-01,187914.38093114246,307.5,3.5
East North Central,2022-10-01,187564.70716557375,309.83,3.6
East North Central,2022-10-01,187564.70716557375,308.03,3.6
East North Central,2022-11-01,187450.2527456755,308.13,3.6
East North Central,2022-11-01,187450.2527456755,308.94,3.6
East North Central,2022-12-01,187488.40724591716,307.33,3.5
East North Central,2022-12-01,187488.40724591716,310.6,3.5
East North Central,2023-01-01,187498.58613727437,307.2,3.5
East North Central,2023-01-01,187498.58613727437,311.89,3.5
East North Central,2023-02-01,187674.92536936238,311.13,3.6
East North Central,2023-02-01,187674.92536936238,313.02,3.6
East North Central,2023-03-01,188340.24299169754,317.99,3.5
East North Central,2023-03-01,188340.24299169754,316.49,3.5
East North Central,2023-04-01,189622.97699684888,324.31,3.4
East North Central,2023-04-01,189622.97699684888,319.62,3.4
East North Central,2023-05-01,191381.87616562488,331.74,3.6
East North Central,2023-05-01,191381.87616562488,322.91,3.6
East North Central,2023-06-01,193074.2329984409,332.66,3.6
East North Central,2023-06-01,193074.2329984409,323.73,3.6
East North Central,2023-07-01,194338.40265676222,334.53,3.5
East North Central,2023-07-01,194338.40265676222,326.5,3.5
East North Central,2023-08-01,195365.73861615977,335.7,3.7
East North Central,2023-08-01,195365.73861615977,330.05,3.7
East North Central,2023-09-01,196144.98968348405,336.56,3.7
East North Central,2023-09-01,196144.98968348405,331.62,3.7
East North Central,2023-10-01,196652.14149729552,336.37,3.9
East North Central,2023-10-01,196652.14149729552,334.5,3.9
East North Central,2023-11-01,196977.89205481453,335.42,3.7
East North Central,2023-11-01,196977.89205481453,336.6,3.7
East North Central,2023-12-01,197113.48095239024,333.46,3.8
East North Central,2023-12-01,197113.48095239024,336.96,3.8
East North Central,2024-01-01,197344.49394250935,332.67,3.7
East North Central,2024-01-01,197344.49394250935,337.77,3.7
East North Central,2024-02-01,198091.65470636965,339.21,3.9
East North Central,2024-02-01,198091.65470636965,341.15,3.9
East North Central,2024-03-01,199721.15881932792,345.69,3.9
East North Central,2024-03-01,199721.15881932792,343.93,3.9
East North Central,2024-04-01,201762.88579333018,350.19,3.9
East North Central,2024-04-01,201762.88579333018,345.07,3.9
East North Central,2024-05-01,203280.25050206977,356.19,3.9
East North Central,2024-05-01,203280.25050206977,346.37,3.9
East North Central,2024-06-01,204164.63087407037,358.12,4.1
East North Central,2024-06-01,204164.63087407037,348.55,4.1
East North Central,2024-07-01,204538.76914383407,360.65,4.2
East North Central,2024-07-01,204538.76914383407,352.05,4.2
East North Central,2024-08-01,204925.29378088535,358.79,4.2
East North Central,2024-08-01,204925.29378088535,352.65,4.2
East North Central,2024-09-01,205273.17372820585,359.1,4.1
East North Central,2024-09-01,205273.17372820585,353.77,4.1
East North Central,2024-10-01,205974.39819900677,359.41,4.1
East North Central,2024-10-01,205974.39819900677,357.4,4.1
East North Central,2024-11-01,206835.68704229902,357.18,4.2
East North Central,2024-11-01,206835.68704229902,358.58,4.2
East North Central,2024-12-01,208026.6344899903,356.06,4.1
East North Central,2024-12-01,208026.6344899903,359.73,4.1
East North Central,2025-01-01,209177.4506859007,357.12,4.0
East North Central,2025-01-01,209177.4506859007,362.57,4.0
East North Central,2025-02-01,210211.70934986748,363.11,4.2
East North Central,2025-02-01,210211.70934986748,365.11,4.2
East North Central,2025-03-01,210717.04197008134,366.61,4.2
East North Central,2025-03-01,210717.04197008134,364.63,4.2
East North Central,2025-04-01,210867.135706857,371.63,4.2
East North Central,2025-04-01,210867.135706857,366.16,4.2
East North Central,2025-05-01,211064.55536571084,376.42,4.3
East North Central,2025-05-01,211064.55536571084,365.9,4.3
East North Central,2025-06-01,211425.48478816487,376.25,4.1
East North Central,2025-06-01,211425.48478816487,366.31,4.1
East North Central,2025-07-01,212122.02882214083,376.58,4.3
East North Central,2025-07-01,212122.02882214083,367.68,4.3
East North Central,2025-08-01,212805.41951146402,377.24,4.3
East North Central,2025-08-01,212805.41951146402,370.71,4.3
East North Central,2025-09-01,213649.9671141407,378.71,4.4
East North Central,2025-09-01,213649.9671141407,373.1,4.4
East North Central,2025-10-01,214585.4715020169,376.8,
East North Central,2025-10-01,214585.4715020169,374.68,
East North Central,2025-11-01,215808.14144206708,375.2,4.5
East North Central,2025-11-01,215808.14144206708,376.75,4.5
East North Central,2025-12-01,217295.60104038677,374.8,4.4
East North Central,2025-12-01,217295.60104038677,378.61,4.4
East South Central,2000-01-01,92333.9293212509,144.24,4.0
East South Central,2000-01-01,92333.9293212509,143.89,4.0
East South Central,2000-02-01,92407.92235038408,144.25,4.1
East South Central,2000-02-01,92407.92235038408,144.12,4.1
East South Central,2000-03-01,92502.58708562104,144.47,4.0
East South Central,2000-03-01,92502.58708562104,144.17,4.0
East South Central,2000-04-01,92752.61415058453,145.88,3.8
East South Central,2000-04-01,92752.61415058453,145.28,3.8
East South Central,2000-05-01,92981.36679003076,145.98,4.0
East South Central,2000-05-01,92981.36679003076,145.15,4.0
East South Central,2000-06-01,93236.5060383384,146.93,4.0
East South Central,2000-06-01,93236.5060383384,145.53,4.0
East South Central,2000-07-01,93548.28957995916,147.31,4.0
East South Central,2000-07-01,93548.28957995916,146.29,4.0
East South Central,2000-08-01,93794.77645629147,146.8,4.1
East South Central,2000-08-01,93794.77645629147,145.88,4.1
East South Central,2000-09-01,94156.51241629003,146.96,3.9
East South Central,2000-09-01,94156.51241629003,145.98,3.9
East South Central,2000-10-01,94501.8891130666,147.12,3.9
East South Central,2000-10-01,94501.8891130666,146.4,3.9
East South Central,2000-11-01,94588.22456636523,147.37,3.9
East South Central,2000-11-01,94588.22456636523,146.82,3.9
East South Central,2000-12-01,95043.27730037998,146.51,3.9
East South Central,2000-12-01,95043.27730037998,146.34,3.9
East South Central,2001-01-01,95586.15775433436,147.72,4.2
East South Central,2001-01-01,95586.15775433436,147.3,4.2
East South Central,2001-02-01,95990.86861831041,148.07,4.2
East South Central,2001-02-01,95990.86861831041,148.02,4.2
East South Central,2001-03-01,96318.6447539826,148.37,4.3
East South Central,2001-03-01,96318.6447539826,148.11,4.3
East South Central,2001-04-01,96546.5455513905,149.02,4.4
East South Central,2001-04-01,96546.5455513905,148.47,4.4
East South Central,2001-05-01,96847.30732277085,150.29,4.3
East South Central,2001-05-01,96847.30732277085,149.47,4.3
East South Central,2001-06-01,97157.03973637121,150.81,4.5
East South Central,2001-06-01,97157.03973637121,149.3,4.5
East South Central,2001-07-01,97457.73935935533,150.63,4.6
East South Central,2001-07-01,97457.73935935533,149.49,4.6
East South Central,2001-08-01,97746.54470553524,151.05,4.9
East South Central,2001-08-01,97746.54470553524,149.93,4.9
East South Central,2001-09-01,98029.98252192256,151.45,5.0
East South Central,2001-09-01,98029.98252192256,150.41,5.0
East South Central,2001-10-01,98337.29880715322,152.32,5.3
East South Central,2001-10-01,98337.29880715322,151.39,5.3
East South Central,2001-11-01,98583.06084423886,151.94,5.5
East South Central,2001-11-01,98583.06084423886,151.45,5.5
East South Central,2001-12-01,98570.4274954837,151.78,5.7
East South Central,2001-12-01,98570.4274954837,151.62,5.7
East South Central,2002-01-01,98662.765050049,152.65,5.7
East South Central,2002-01-01,98662.765050049,152.25,5.7
East South Central,2002-02-01,98771.89743701661,151.74,5.7
East South Central,2002-02-01,98771.89743701661,151.74,5.7
East South Central,2002-03-01,98886.37067821817,153.31,5.7
East South Central,2002-03-01,98886.37067821817,153.13,5.7
East South Central,2002-04-01,99042.09012638884,153.32,5.9
East South Central,2002-04-01,99042.09012638884,152.77,5.9
East South Central,2002-05-01,98643.7298182404,154.24,5.8
East South Central,2002-05-01,98643.7298182404,153.4,5.8
East South Central,2002-06-01,98861.95328536864,155.22,5.8
East South Central,2002-06-01,98861.95328536864,153.61,5.8
East South Central,2002-07-01,99107.99685540168,155.21,5.8
East South Central,2002-07-01,99107.99685540168,153.91,5.8
East South Central,2002-08-01,99334.2199838843,156.45,5.7
East South Central,2002-08-01,99334.2199838843,155.1,5.7
East South Central,2002-09-01,99585.61128982964,155.84,5.7
East South Central,2002-09-01,99585.61128982964,154.74,5.7
East South Central,2002-10-01,99855.22806023038,157.16,5.7
East South Central,2002-10-01,99855.22806023038,156.11,5.7
East South Central,2002-11-01,100129.03567972122,156.86,5.9
East South Central,2002-11-01,100129.03567972122,156.47,5.9
East South Central,2002-12-01,100395.85131643347,157.04,6.0
East South Central,2002-12-01,100395.85131643347,156.88,6.0
East South Central,2003-01-01,100586.10035828367,157.47,5.8
East South Central,2003-01-01,100586.10035828367,157.15,5.8
East South Central,2003-02-01,100790.03403710049,158.52,5.9
East South Central,2003-02-01,100790.03403710049,158.67,5.9
East South Central,2003-03-01,100595.20486306393,158.74,5.9
East South Central,2003-03-01,100595.20486306393,158.64,5.9
East South Central,2003-04-01,101003.39957719432,159.75,6.0
East South Central,2003-04-01,101003.39957719432,159.17,6.0
East South Central,2003-05-01,101309.66851958964,160.33,6.1
East South Central,2003-05-01,101309.66851958964,159.42,6.1
East South Central,2003-06-01,101894.5068552269,161.78,6.3
East South Central,2003-06-01,101894.5068552269,160.05,6.3
East South Central,2003-07-01,101256.65373750188,162.09,6.2
East South Central,2003-07-01,101256.65373750188,160.62,6.2
East South Central,2003-08-01,101706.35305742969,162.86,6.1
East South Central,2003-08-01,101706.35305742969,161.35,6.1
East South Central,2003-09-01,102375.22183962615,163.34,6.1
East South Central,2003-09-01,102375.22183962615,162.22,6.1
East South Central,2003-10-01,102394.93814485805,163.5,6.0
East South Central,2003-10-01,102394.93814485805,162.49,6.0
East South Central,2003-11-01,102360.78732678242,162.82,5.8
East South Central,2003-11-01,102360.78732678242,162.47,5.8
East South Central,2003-12-01,102638.733807516,163.6,5.7
East South Central,2003-12-01,102638.733807516,163.43,5.7
East South Central,2004-01-01,102913.38253183494,164.05,5.7
East South Central,2004-01-01,102913.38253183494,163.92,5.7
East South Central,2004-02-01,102881.70535059212,165.24,5.6
East South Central,2004-02-01,102881.70535059212,165.48,5.6
East South Central,2004-03-01,103191.20869296812,165.09,5.8
East South Central,2004-03-01,103191.20869296812,165.03,5.8
East South Central,2004-04-01,103512.44675206328,166.65,5.6
East South Central,2004-04-01,103512.44675206328,165.92,5.6
East South Central,2004-05-01,104141.68522928686,167.69,5.6
East South Central,2004-05-01,104141.68522928686,166.59,5.6
East South Central,2004-06-01,104146.67996199966,169.98,5.6
East South Central,2004-06-01,104146.67996199966,168.1,5.6
East South Central,2004-07-01,104538.23254474755,170.67,5.5
East South Central,2004-07-01,104538.23254474755,169.0,5.5
East South Central,2004-08-01,104955.4845996393,171.08,5.4
East South Central,2004-08-01,104955.4845996393,169.42,5.4
East South Central,2004-09-01,105381.91853672301,170.86,5.4
East South Central,2004-09-01,105381.91853672301,169.63,5.4
East South Central,2004-10-01,105835.16150993544,171.26,5.5
East South Central,2004-10-01,105835.16150993544,170.36,5.5
East South Central,2004-11-01,106282.78731506264,171.1,5.4
East South Central,2004-11-01,106282.78731506264,170.7,5.4
East South Central,2004-12-01,106697.87925050304,172.87,5.4
East South Central,2004-12-01,106697.87925050304,172.72,5.4
East South Central,2005-01-01,107040.28691427679,172.68,5.3
East South Central,2005-01-01,107040.28691427679,172.81,5.3
East South Central,2005-02-01,106491.60059572448,174.02,5.4
East South Central,2005-02-01,106491.60059572448,174.4,5.4
East South Central,2005-03-01,108205.65883785329,175.62,5.2
East South Central,2005-03-01,108205.65883785329,175.62,5.2
East South Central,2005-04-01,108889.18847614818,176.97,5.2
East South Central,2005-04-01,108889.18847614818,176.05,5.2
East South Central,2005-05-01,109631.77871152713,178.22,5.1
East South Central,2005-05-01,109631.77871152713,176.81,5.1
East South Central,2005-06-01,110250.63267420534,179.59,5.0
